,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
71,12,91,56,35,20.22,24,16,8,20.71,107520,67488,34672,20536,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2150400.0,1349760.0,693440.0,410720.0,0.38461538461538464,0.3333333333333333
72,13,87,58,29,20.54,25,16,9,22.28,111088,73464,40360,22048,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2221760.0,1469280.0,807200.0,440960.0,0.3333333333333333,0.36
73,14,82,56,26,20.38,23,14,9,22.04,110384,72784,38480,21200,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2207680.0,1455680.0,769600.0,424000.0,0.3170731707317073,0.391304347826087
74,15,77,57,20,20.32,22,14,8,21.64,100352,75160,37360,20816,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2007040.0,1503200.0,747200.0,416320.0,0.2597402597402597,0.36363636363636365
75,16,80,57,23,20.0,22,14,8,19.0,107320,71664,32000,17256,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2146400.0,1433280.0,640000.0,345120.0,0.2875,0.36363636363636365
76,17,78,57,21,20.23,23,15,8,20.09,106328,70720,34472,20240,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2126560.0,1414400.0,689440.0,404800.0,0.2692307692307692,0.34782608695652173
77,18,81,59,22,20.35,23,15,8,20.52,114328,76808,35856,20856,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2286560.0,1536160.0,717120.0,417120.0,0.2716049382716049,0.34782608695652173
78,19,83,58,25,21.13,27,15,12,19.85,111696,78352,31872,18664,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2233920.0,1567040.0,637440.0,373280.0,0.30120481927710846,0.4444444444444444
79,20,83,54,29,20.98,27,16,11,18.48,108960,70400,29904,20976,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2179200.0,1408000.0,598080.0,419520.0,0.3493975903614458,0.4074074074074074
80,1,74,35,39,17.77,28,12,16,13.96,69144,35256,9152,8208,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1382880.0,705120.0,183040.0,164160.0,0.527027027027027,0.5714285714285714
81,2,69,34,35,18.36,25,13,12,14.8,69640,35176,11464,10696,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1392800.0,703520.0,229280.0,213920.0,0.5072463768115942,0.48
82,3,69,34,35,18.04,26,13,13,13.35,70088,34600,10800,9424,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1401760.0,692000.0,216000.0,188480.0,0.5072463768115942,0.5
83,4,71,35,36,19.06,27,12,15,14.96,80096,38800,11296,9328,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1601920.0,776000.0,225920.0,186560.0,0.5070422535211268,0.5555555555555556
84,5,68,34,34,18.74,21,11,10,12.95,75360,39616,10384,9200,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1507200.0,792320.0,207680.0,184000.0,0.5,0.47619047619047616
85,6,72,34,38,19.44,27,12,15,15.04,79280,34728,9824,9032,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1585600.0,694560.0,196480.0,180640.0,0.5277777777777778,0.5555555555555556
86,7,74,33,41,18.72,25,13,12,15.24,79048,35544,15008,9848,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1580960.0,710880.0,300160.0,196960.0,0.5540540540540541,0.48
87,8,71,31,40,19.3,25,12,13,14.8,80128,33040,16568,10000,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1602560.0,660800.0,331360.0,200000.0,0.5633802816901409,0.52
88,9,71,31,40,18.87,25,12,13,16.2,76384,30584,18544,11288,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1527680.0,611680.0,370880.0,225760.0,0.5633802816901409,0.52
89,10,78,32,46,20.12,24,11,13,15.88,71336,30760,13432,11440,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1426720.0,615200.0,268640.0,228800.0,0.5897435897435898,0.5416666666666666
90,11,74,31,43,18.5,27,12,15,15.93,73088,29768,20424,13056,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1461760.0,595360.0,408480.0,261120.0,0.581081081081081,0.5555555555555556
91,12,71,34,37,18.89,31,13,18,16.39,83032,36168,19800,12912,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1660640.0,723360.0,396000.0,258240.0,0.5211267605633803,0.5806451612903226
92,13,67,32,35,19.67,22,10,12,16.82,78648,36712,15440,8408,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1572960.0,734240.0,308800.0,168160.0,0.5223880597014925,0.5454545454545454
93,14,65,31,34,19.98,25,10,15,17.16,70896,34536,15672,8448,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1417920.0,690720.0,313440.0,168960.0,0.5230769230769231,0.6
94,15,73,35,38,19.45,26,11,15,17.65,83592,38520,17696,10568,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1671840.0,770400.0,353920.0,211360.0,0.5205479452054794,0.5769230769230769
95,16,68,31,37,19.57,29,11,18,16.83,68376,30112,17112,9192,7,5000000,51,5,241220-094920,2400,5000000,8.64e-05,2000000,1367520.0,602240.0,342240.0,183840.0,0.5441176470588235,0.6206896551724138
