     ,RNTI ,numDLTotal ,numDLnew ,numReTx_DL ,avgMCS_DL ,numULTotal ,numULnew ,numReTx_UL ,avgMCS_UL ,DL_throughput (bits) ,DL_goodput (bits) ,UL_throughput (bits) ,UL_goodput (bits) ,TTI ,PulseBWoffset ,numRBs ,NumFrames ,prf  ,FreqOffset ,PulseWidth             ,BW       ,numPulses ,pulseIdxOffset_ms
 877 ,  18 ,        51 ,      18 ,        33 ,    24.14 ,         7 ,       7 ,         0 ,    26.14 ,                   0 ,                0 ,                   0 ,                0 , 14 ,      5000000 ,    51 ,        5 ,1600 ,   5000000 ,5.1099999999999995e-05 ,20000000 ,        1 ,                0
 878 ,  19 ,        47 ,      17 ,        30 ,    23.81 ,         7 ,       7 ,         0 ,    25.57 ,                   0 ,                0 ,                   0 ,                0 , 14 ,      5000000 ,    51 ,        5 ,1600 ,   5000000 ,5.1099999999999995e-05 ,20000000 ,        1 ,                0
 879 ,  20 ,        48 ,      18 ,        30 ,    24.17 ,         7 ,       7 ,         0 ,    25.86 ,                   0 ,                0 ,                   0 ,                0 , 14 ,      5000000 ,    51 ,        5 ,1600 ,   5000000 ,5.1099999999999995e-05 ,20000000 ,        1 ,                0
 880 ,   1 ,        86 ,      36 ,        50 ,    24.07 ,        21 ,       9 ,        12 ,    26.14 ,              129272 ,            53904 ,               42376 ,            17352 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 881 ,   2 ,        88 ,      34 ,        54 ,    23.98 ,        22 ,      10 ,        12 ,    26.0  ,              121272 ,            48744 ,               41552 ,            18672 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 882 ,   3 ,        85 ,      34 ,        51 ,    23.89 ,        18 ,      10 ,         8 ,    26.22 ,              113072 ,            47512 ,               37008 ,            20048 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 883 ,   4 ,        82 ,      34 ,        48 ,    24.27 ,        18 ,      10 ,         8 ,    26.56 ,              116024 ,            49416 ,               37520 ,            20304 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 884 ,   5 ,        88 ,      36 ,        52 ,    23.98 ,        18 ,      10 ,         8 ,    26.44 ,              127288 ,            52432 ,               36048 ,            19088 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 885 ,   6 ,        89 ,      37 ,        52 ,    24.37 ,        23 ,       9 ,        14 ,    26.48 ,              135128 ,            54128 ,               43800 ,            16936 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 886 ,   7 ,        83 ,      32 ,        51 ,    24.28 ,        24 ,      10 ,        14 ,    26.58 ,              122960 ,            45600 ,               45984 ,            18960 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 887 ,   8 ,        92 ,      34 ,        58 ,    24.39 ,        19 ,      10 ,         9 ,    26.58 ,              139728 ,            49384 ,               37144 ,            18160 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 888 ,   9 ,        86 ,      32 ,        54 ,    23.98 ,        19 ,      10 ,         9 ,    26.16 ,              121216 ,            44552 ,               38232 ,            19248 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 889 ,  10 ,        98 ,      36 ,        62 ,    24.04 ,        21 ,       9 ,        12 ,    25.67 ,              144472 ,            53096 ,               39688 ,            16072 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 890 ,  11 ,        85 ,      30 ,        55 ,    24.29 ,        21 ,       9 ,        12 ,    26.57 ,              109248 ,            40000 ,               38472 ,            14856 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 891 ,  12 ,        90 ,      30 ,        60 ,    24.27 ,        17 ,       8 ,         9 ,    26.41 ,              128072 ,            42488 ,               31168 ,            13816 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 892 ,  13 ,        90 ,      31 ,        59 ,    23.96 ,        18 ,       9 ,         9 ,    26.11 ,              123520 ,            41800 ,               33904 ,            16552 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 893 ,  14 ,        87 ,      34 ,        53 ,    24.09 ,        23 ,       9 ,        14 ,    26.3  ,              134264 ,            49448 ,               46488 ,            17960 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 894 ,  15 ,        96 ,      34 ,        62 ,    23.81 ,        17 ,       8 ,         9 ,    26.06 ,              132472 ,            44960 ,               34792 ,            15808 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 895 ,  16 ,        89 ,      35 ,        54 ,    24.69 ,        22 ,       8 ,        14 ,    26.36 ,              128376 ,            50672 ,               46320 ,            16832 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 896 ,  17 ,        89 ,      33 ,        56 ,    24.15 ,        21 ,       9 ,        12 ,    25.95 ,              122416 ,            45920 ,               41352 ,            18120 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 897 ,  18 ,        86 ,      35 ,        51 ,    24.21 ,        20 ,       9 ,        11 ,    26.3  ,              125672 ,            49632 ,               42528 ,            19112 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 898 ,  19 ,        89 ,      35 ,        54 ,    24.15 ,        21 ,      10 ,        11 ,    26.24 ,              131288 ,            51072 ,               42248 ,            20592 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 899 ,  20 ,        86 ,      36 ,        50 ,    24.12 ,        20 ,       9 ,        11 ,    26.3  ,              122880 ,            50920 ,               41440 ,            18152 ,  7 ,      2000000 ,    51 ,        5 ,3000 ,   2000000 ,1.94e-05               ,10000000 ,        1 ,                0
 900 ,   1 ,       124 ,      60 ,        64 ,    19.6  ,        43 ,      22 ,        21 ,    15.79 ,               63632 ,            24920 ,               21816 ,            10304 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 901 ,   2 ,       140 ,      73 ,        67 ,    17.01 ,        47 ,      24 ,        23 ,    14.7  ,               53336 ,            20344 ,               20392 ,             9760 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 902 ,   3 ,       135 ,      66 ,        69 ,    16.91 ,        50 ,      24 ,        26 ,    15.92 ,               51208 ,            20544 ,               25560 ,            11720 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 903 ,   4 ,       133 ,      70 ,        63 ,    17.92 ,        50 ,      23 ,        27 ,    15.94 ,               55264 ,            21184 ,               23088 ,            10128 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 904 ,   5 ,       127 ,      67 ,        60 ,    17.44 ,        49 ,      25 ,        24 ,    16.33 ,               48624 ,            20912 ,               24944 ,            11096 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 905 ,   6 ,       116 ,      56 ,        60 ,    19.01 ,        38 ,      24 ,        14 ,    17.42 ,               51456 ,            21496 ,               21944 ,            10992 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 906 ,   7 ,       130 ,      62 ,        68 ,    17.99 ,        43 ,      26 ,        17 ,    15.6  ,               75968 ,            29824 ,               21768 ,            12224 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 907 ,   8 ,       132 ,      64 ,        68 ,    17.65 ,        43 ,      27 ,        16 ,    14.12 ,               67936 ,            25528 ,               19528 ,            12040 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 908 ,   9 ,       134 ,      66 ,        68 ,    17.25 ,        46 ,      26 ,        20 ,    14.15 ,               50560 ,            22080 ,               20800 ,            10368 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 909 ,  10 ,       129 ,      67 ,        62 ,    18.36 ,        42 ,      24 ,        18 ,    16.98 ,               65032 ,            30288 ,               24008 ,            11136 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 910 ,  11 ,       130 ,      75 ,        55 ,    16.83 ,        38 ,      23 ,        15 ,    17.5  ,               55728 ,            27960 ,               23280 ,            11104 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 911 ,  12 ,       127 ,      65 ,        62 ,    18.39 ,        44 ,      26 ,        18 ,    14.73 ,               58136 ,            25016 ,               21096 ,            12008 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 912 ,  13 ,       130 ,      68 ,        62 ,    18.02 ,        42 ,      24 ,        18 ,    15.74 ,               52032 ,            24360 ,               19768 ,            11536 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 913 ,  14 ,       121 ,      59 ,        62 ,    19.06 ,        46 ,      25 ,        21 ,    15.22 ,               61608 ,            29272 ,               22336 ,            11632 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 914 ,  15 ,       116 ,      58 ,        58 ,    19.89 ,        43 ,      24 ,        19 ,    17.65 ,               64360 ,            29560 ,               22200 ,            11352 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 915 ,  16 ,       121 ,      60 ,        61 ,    19.45 ,        45 ,      24 ,        21 ,    16.07 ,               55432 ,            23160 ,               20040 ,            10152 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 916 ,  17 ,       125 ,      66 ,        59 ,    19.58 ,        45 ,      25 ,        20 ,    16.42 ,               58888 ,            24384 ,               18568 ,             9992 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 917 ,  18 ,       122 ,      73 ,        49 ,    17.54 ,        48 ,      25 ,        23 ,    15.15 ,               91560 ,            33712 ,               20632 ,            10112 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 918 ,  19 ,       127 ,      73 ,        54 ,    17.09 ,        43 ,      24 ,        19 ,    16.47 ,               56824 ,            23936 ,               20312 ,            10592 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 919 ,  20 ,       114 ,      58 ,        56 ,    20.23 ,        40 ,      24 ,        16 ,    16.0  ,               63800 ,            26248 ,               20376 ,            10560 ,  4 ,      5000000 ,    51 ,        5 ,3200 ,   5000000 ,7.59e-05               , 2000000 ,        1 ,                0
 920 ,   1 ,       160 ,     143 ,        17 ,    24.88 ,        87 ,      72 ,        15 ,    26.79 ,               25184 ,            22752 ,               29632 ,            24816 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 921 ,   2 ,       160 ,     146 ,        14 ,    24.24 ,        88 ,      72 ,        16 ,    26.09 ,               25032 ,            23160 ,               29344 ,            24176 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 922 ,   3 ,       160 ,     144 ,        16 ,    23.91 ,        86 ,      73 ,        13 ,    25.88 ,               24128 ,            21976 ,               28752 ,            24480 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 923 ,   4 ,       160 ,     144 ,        16 ,    24.45 ,        89 ,      72 ,        17 ,    26.3  ,               25016 ,            22672 ,               30128 ,            24512 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 924 ,   5 ,       160 ,     143 ,        17 ,    23.8  ,        87 ,      72 ,        15 ,    25.67 ,               24824 ,            21872 ,               29008 ,            24096 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 925 ,   6 ,       160 ,     144 ,        16 ,    24.19 ,        93 ,      70 ,        23 ,    26.08 ,               24200 ,            22016 ,               30864 ,            23456 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 926 ,   7 ,       160 ,     144 ,        16 ,    24.42 ,        96 ,      74 ,        22 ,    26.27 ,               25232 ,            22872 ,               32128 ,            24960 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 927 ,   8 ,       160 ,     143 ,        17 ,    23.76 ,        87 ,      71 ,        16 ,    25.6  ,               24392 ,            21472 ,               28896 ,            23648 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 928 ,   9 ,       160 ,     143 ,        17 ,    24.4  ,        87 ,      69 ,        18 ,    26.26 ,               24784 ,            22264 ,               29168 ,            23424 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 929 ,  10 ,       160 ,     144 ,        16 ,    23.65 ,        88 ,      72 ,        16 ,    25.41 ,               24352 ,            21832 ,               28880 ,            23856 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 930 ,  11 ,       160 ,     143 ,        17 ,    23.98 ,        90 ,      71 ,        19 ,    25.87 ,               24752 ,            22032 ,               29904 ,            23840 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 931 ,  12 ,       160 ,     142 ,        18 ,    24.34 ,        89 ,      74 ,        15 ,    26.01 ,               25712 ,            22568 ,               29712 ,            25008 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 932 ,  13 ,       160 ,     145 ,        15 ,    24.4  ,        91 ,      71 ,        20 ,    26.34 ,               26232 ,            23608 ,               30464 ,            24080 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 933 ,  14 ,       160 ,     141 ,        19 ,    24.73 ,        87 ,      70 ,        17 ,    26.75 ,               25704 ,            22296 ,               29392 ,            24064 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 934 ,  15 ,       160 ,     143 ,        17 ,    24.03 ,        87 ,      73 ,        14 ,    26.08 ,               24424 ,            21680 ,               29328 ,            24736 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 935 ,  16 ,       160 ,     138 ,        22 ,    24.59 ,        90 ,      72 ,        18 ,    26.47 ,               26064 ,            21848 ,               30256 ,            24448 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 936 ,  17 ,       160 ,     138 ,        22 ,    23.51 ,        86 ,      74 ,        12 ,    25.4  ,               25528 ,            21392 ,               28224 ,            24544 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 937 ,  18 ,       160 ,     141 ,        19 ,    24.42 ,        90 ,      71 ,        19 ,    26.47 ,               25728 ,            22176 ,               29888 ,            24208 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 938 ,  19 ,       160 ,     143 ,        17 ,    24.66 ,        94 ,      70 ,        24 ,    26.66 ,               26152 ,            23784 ,               31088 ,            23712 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 939 ,  20 ,       160 ,     144 ,        16 ,    24.21 ,        85 ,      72 ,        13 ,    25.99 ,               24856 ,            22640 ,               28160 ,            24080 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,8.75e-05               , 2000000 ,        1 ,                0
 940 ,   1 ,        94 ,      61 ,        33 ,    21.76 ,        21 ,      15 ,         6 ,    23.95 ,              132128 ,            80736 ,               32736 ,            26088 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 941 ,   2 ,        94 ,      56 ,        38 ,    21.78 ,        21 ,      15 ,         6 ,    23.38 ,              137344 ,            73760 ,               32064 ,            25416 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 942 ,   3 ,        96 ,      57 ,        39 ,    21.29 ,        21 ,      15 ,         6 ,    22.29 ,              136504 ,            74512 ,               29752 ,            23488 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 943 ,   4 ,        93 ,      54 ,        39 ,    22.32 ,        20 ,      14 ,         6 ,    23.0  ,              145256 ,            73592 ,               28864 ,            22216 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 944 ,   5 ,        95 ,      58 ,        37 ,    21.72 ,        23 ,      14 ,         9 ,    22.83 ,              137672 ,            79168 ,               28528 ,            21688 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 945 ,   6 ,        90 ,      56 ,        34 ,    21.67 ,        24 ,      14 ,        10 ,    22.54 ,              129848 ,            76488 ,               27704 ,            20184 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 946 ,   7 ,        93 ,      58 ,        35 ,    22.28 ,        27 ,      12 ,        15 ,    24.0  ,              149048 ,            79296 ,               38192 ,            18440 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 947 ,   8 ,        91 ,      52 ,        39 ,    22.04 ,        23 ,      12 ,        11 ,    23.22 ,              145600 ,            70608 ,               33784 ,            19144 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 948 ,   9 ,        97 ,      57 ,        40 ,    21.86 ,        28 ,      13 ,        15 ,    23.32 ,              144048 ,            76480 ,               37016 ,            19472 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 949 ,  10 ,        97 ,      58 ,        39 ,    21.87 ,        23 ,      13 ,        10 ,    23.87 ,              149360 ,            79672 ,               35920 ,            21272 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 950 ,  11 ,        94 ,      59 ,        35 ,    21.83 ,        25 ,      13 ,        12 ,    24.36 ,              148704 ,            81272 ,               37376 ,            21272 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 951 ,  12 ,        99 ,      60 ,        39 ,    22.18 ,        22 ,      13 ,         9 ,    24.18 ,              154384 ,            83480 ,               34248 ,            21144 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 952 ,  13 ,        97 ,      61 ,        36 ,    22.45 ,        22 ,      13 ,         9 ,    24.32 ,              153656 ,            86728 ,               34352 ,            21632 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 953 ,  14 ,        93 ,      61 ,        32 ,    21.33 ,        23 ,      14 ,         9 ,    23.61 ,              132736 ,            82560 ,               37552 ,            24832 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 954 ,  15 ,        87 ,      61 ,        26 ,    21.29 ,        21 ,      13 ,         8 ,    23.81 ,              127736 ,            85232 ,               34368 ,            23416 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 955 ,  16 ,        80 ,      58 ,        22 ,    21.24 ,        24 ,      13 ,        11 ,    23.71 ,              112304 ,            80352 ,               37784 ,            22200 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 956 ,  17 ,        83 ,      60 ,        23 ,    21.11 ,        23 ,      12 ,        11 ,    23.57 ,              115920 ,            81384 ,               36848 ,            20160 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 957 ,  18 ,        85 ,      60 ,        25 ,    21.21 ,        24 ,      13 ,        11 ,    23.92 ,              113616 ,            79368 ,               40568 ,            23160 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 958 ,  19 ,        78 ,      59 ,        19 ,    20.68 ,        25 ,      14 ,        11 ,    23.56 ,              109320 ,            77968 ,               39776 ,            24640 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 959 ,  20 ,        90 ,      58 ,        32 ,    21.6  ,        22 ,      14 ,         8 ,    23.64 ,              120112 ,            76408 ,               33512 ,            24032 ,  7 ,     10000000 ,    51 ,        5 ,1280 ,  10000000 ,4.84e-05               , 5000000 ,        1 ,                0
 960 ,   1 ,       160 ,     148 ,        12 ,    21.69 ,        90 ,      79 ,        11 ,    23.24 ,               22808 ,            20816 ,               27280 ,            23648 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 961 ,   2 ,       160 ,     149 ,        11 ,    21.56 ,        94 ,      77 ,        17 ,    23.24 ,               22392 ,            20704 ,               28016 ,            22432 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 962 ,   3 ,       160 ,     148 ,        12 ,    21.87 ,        95 ,      77 ,        18 ,    23.99 ,               22568 ,            20696 ,               29272 ,            23336 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 963 ,   4 ,       160 ,     145 ,        15 ,    21.89 ,        91 ,      76 ,        15 ,    23.52 ,               22200 ,            20080 ,               27648 ,            22816 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 964 ,   5 ,       160 ,     147 ,        13 ,    21.71 ,        89 ,      78 ,        11 ,    23.6  ,               21680 ,            20224 ,               27352 ,            23688 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 965 ,   6 ,       160 ,     146 ,        14 ,    21.81 ,        91 ,      76 ,        15 ,    24.09 ,               21928 ,            20248 ,               28528 ,            23408 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 966 ,   7 ,       160 ,     143 ,        17 ,    21.94 ,        94 ,      76 ,        18 ,    23.7  ,               22016 ,            19752 ,               28208 ,            22672 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 967 ,   8 ,       160 ,     148 ,        12 ,    20.95 ,        87 ,      77 ,        10 ,    22.52 ,               21240 ,            19912 ,               25648 ,            22288 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 968 ,   9 ,       160 ,     148 ,        12 ,    21.72 ,        94 ,      77 ,        17 ,    23.46 ,               22456 ,            20752 ,               28016 ,            22656 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 969 ,  10 ,       160 ,     148 ,        12 ,    21.58 ,        89 ,      77 ,        12 ,    23.38 ,               22136 ,            20616 ,               26808 ,            23048 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 970 ,  11 ,       160 ,     149 ,        11 ,    21.69 ,        92 ,      78 ,        14 ,    23.41 ,               22664 ,            21048 ,               27568 ,            23200 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 971 ,  12 ,       160 ,     147 ,        13 ,    21.5  ,        91 ,      78 ,        13 ,    23.21 ,               22592 ,            20480 ,               27496 ,            23352 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 972 ,  13 ,       160 ,     148 ,        12 ,    21.71 ,        89 ,      74 ,        15 ,    23.99 ,               22552 ,            20712 ,               27776 ,            22736 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 973 ,  14 ,       160 ,     149 ,        11 ,    21.95 ,        90 ,      77 ,        13 ,    23.86 ,               23592 ,            21712 ,               27480 ,            23400 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 974 ,  15 ,       160 ,     149 ,        11 ,    21.63 ,        90 ,      75 ,        15 ,    23.46 ,               22728 ,            21032 ,               27008 ,            22096 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 975 ,  16 ,       160 ,     150 ,        10 ,    21.74 ,        91 ,      77 ,        14 ,    23.36 ,               22472 ,            20912 ,               27216 ,            22768 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 976 ,  17 ,       160 ,     150 ,        10 ,    22.03 ,        91 ,      76 ,        15 ,    23.84 ,               23496 ,            21784 ,               27904 ,            22912 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 977 ,  18 ,       160 ,     149 ,        11 ,    21.58 ,        91 ,      79 ,        12 ,    23.32 ,               22288 ,            20776 ,               27456 ,            23760 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
 978 ,  19 ,       160 ,     149 ,        11 ,    21.9  ,        91 ,      76 ,        15 ,    23.63 ,               23432 ,            21312 ,               27408 ,            22720 ,  2 ,      2000000 ,    51 ,        5 , 640 ,   2000000 ,5.34e-05               , 5000000 ,        1 ,                0
